start_date,AGGREGATED_PROGRAMMABLE_FRANCE_D-1_value,AGGREGATED_NON_PROGRAMMABLE_FRANCE_D-1_value,WIND_D-1_value,WIND_ID_value,WIND_CURRENT_value,SOLAR_D-1_value,SOLAR_ID_value,SOLAR_CURRENT_value
2018-12-31 23:00:00+00:00,57050.0,3344.0,1697.77,,1600.57,0.0,,0.0
2018-12-31 23:30:00+00:00,56361.0,3283.0,,,,,,
2019-01-01 00:00:00+00:00,55561.0,3135.0,1680.34,,1567.24,0.0,,0.0
2019-01-01 00:30:00+00:00,55499.0,3099.0,,,,,,
2019-01-01 01:00:00+00:00,54748.0,3000.0,1674.89,,1656.57,0.0,,0.0
2019-01-01 01:30:00+00:00,53786.0,2976.0,,,,,,
2019-01-01 02:00:00+00:00,52594.0,2937.0,1669.68,,1744.96,0.0,,0.0
2019-01-01 02:30:00+00:00,51688.0,2914.0,,,,,,
2019-01-01 03:00:00+00:00,49273.0,2899.0,1663.74,,1834.57,0.0,,0.0
2019-01-01 03:30:00+00:00,48494.0,2900.0,,,,,,
2019-01-01 04:00:00+00:00,48544.0,2730.0,1687.47,,1873.27,0.0,,0.0
2019-01-01 04:30:00+00:00,47689.0,2718.0,,,,,,
2019-01-01 05:00:00+00:00,47770.0,2706.0,1711.47,,1912.57,0.0,,0.0
2019-01-01 05:30:00+00:00,47837.0,2705.0,,,,,,
2019-01-01 06:00:00+00:00,48203.0,2927.0,1735.76,1769.26,1769.26,0.0,0.0,0.0
2019-01-01 06:30:00+00:00,48303.0,2933.0,,,,,,
2019-01-01 07:00:00+00:00,48738.0,2922.0,1839.79,1810.24,1810.24,0.0,0.0,0.0
2019-01-01 07:30:00+00:00,49544.0,2762.0,,,,,,
2019-01-01 08:00:00+00:00,50599.0,2894.0,1943.27,1841.26,1841.26,151.2,151.5,151.5
2019-01-01 08:30:00+00:00,52011.0,2903.0,,,,,,
2019-01-01 09:00:00+00:00,52378.0,3029.0,2046.82,1871.5,1861.62,924.27,923.27,935.22
2019-01-01 09:30:00+00:00,52277.0,3221.0,,,,,,
2019-01-01 10:00:00+00:00,53674.0,3202.0,2167.4,2099.79,2088.84,1804.29,1800.68,1858.27
2019-01-01 10:30:00+00:00,53861.0,3194.0,,,,,,
2019-01-01 11:00:00+00:00,53828.0,3165.0,2287.68,2327.7,2317.67,2398.42,2386.12,2481.4
2019-01-01 11:30:00+00:00,53829.0,3170.0,,,,,,
2019-01-01 12:00:00+00:00,53511.0,3057.0,2408.16,2554.51,2548.35,2601.6,2569.45,2699.78
2019-01-01 12:30:00+00:00,53314.0,3046.0,,,,,,
2019-01-01 13:00:00+00:00,53241.0,3030.0,2543.41,2649.18,2646.96,2350.21,2334.82,2422.88
2019-01-01 13:30:00+00:00,53238.0,3031.0,,,,,,
2019-01-01 14:00:00+00:00,53224.0,3014.0,2678.61,2745.86,2744.61,1670.69,1658.43,1703.41
2019-01-01 14:30:00+00:00,53210.0,2839.0,,,,,,
2019-01-01 15:00:00+00:00,53085.0,2873.0,2814.24,2842.17,2841.83,657.81,665.43,669.41
2019-01-01 15:30:00+00:00,53204.0,2912.0,,,,,,
2019-01-01 16:00:00+00:00,54827.0,3238.0,2953.31,2961.39,2961.76,38.17,37.89,38.69
2019-01-01 16:30:00+00:00,55095.0,3256.0,,,,,,
2019-01-01 17:00:00+00:00,58643.0,3512.0,3092.82,3080.12,3081.52,0.0,0.0,0.0
2019-01-01 17:30:00+00:00,59980.0,3594.0,,,,,,
2019-01-01 18:00:00+00:00,60069.0,3662.0,3231.72,3198.59,3200.1,0.0,0.0,0.0
2019-01-01 18:30:00+00:00,59635.0,3671.0,,,,,,
2019-01-01 19:00:00+00:00,58809.0,3514.0,3331.81,3243.3,3244.56,0.0,0.0,0.0
2019-01-01 19:30:00+00:00,57864.0,3472.0,,,,,,
2019-01-01 20:00:00+00:00,57345.0,3297.0,3431.78,3287.74,3288.69,0.0,0.0,0.0
2019-01-01 20:30:00+00:00,56427.0,3292.0,,,,,,
2019-01-01 21:00:00+00:00,56933.0,3198.0,3531.65,3331.71,3332.73,0.0,0.0,0.0
2019-01-01 21:30:00+00:00,58029.0,3198.0,,,,,,
2019-01-01 22:00:00+00:00,57110.0,3142.0,3706.6,3534.69,3536.52,0.0,0.0,0.0
2019-01-01 22:30:00+00:00,56816.0,3005.0,,,,,,
2019-01-01 23:00:00+00:00,56318.0,2833.0,3322.94,,3212.99,0.0,,0.0
2019-01-01 23:30:00+00:00,55404.0,2656.0,,,,,,
2019-01-02 00:00:00+00:00,54942.0,2537.0,3569.65,,3430.89,0.0,,0.0
2019-01-02 00:30:00+00:00,54849.0,2523.0,,,,,,
2019-01-02 01:00:00+00:00,54039.0,2499.0,3724.19,,3555.25,0.0,,0.0
2019-01-02 01:30:00+00:00,53731.0,2469.0,,,,,,
2019-01-02 02:00:00+00:00,52895.0,2469.0,3877.56,,3677.56,0.0,,0.0
2019-01-02 02:30:00+00:00,52352.0,2463.0,,,,,,
2019-01-02 03:00:00+00:00,52212.0,2459.0,4030.83,,3796.49,0.0,,0.0
2019-01-02 03:30:00+00:00,52254.0,2461.0,,,,,,
2019-01-02 04:00:00+00:00,53728.0,2465.0,4063.46,,3918.17,0.0,,0.0
2019-01-02 04:30:00+00:00,54310.0,2471.0,,,,,,
2019-01-02 05:00:00+00:00,56336.0,2573.0,4095.04,,4038.48,0.0,,0.0
2019-01-02 05:30:00+00:00,57530.0,2758.0,,,,,,
2019-01-02 06:00:00+00:00,61058.0,3042.0,4126.43,3523.42,3523.42,0.0,0.0,0.0
2019-01-02 06:30:00+00:00,62681.0,3108.0,,,,,,
2019-01-02 07:00:00+00:00,63305.0,3316.0,4186.03,3661.05,3661.05,0.0,0.0,0.0
2019-01-02 07:30:00+00:00,63622.0,3375.0,,,,,,
2019-01-02 08:00:00+00:00,64299.0,3591.0,4246.29,3777.02,3777.02,157.47,158.83,158.83
2019-01-02 08:30:00+00:00,64907.0,3636.0,,,,,,
2019-01-02 09:00:00+00:00,65277.0,3778.0,4306.56,3881.02,3804.86,962.83,981.7,1002.25
2019-01-02 09:30:00+00:00,65340.0,3806.0,,,,,,
2019-01-02 10:00:00+00:00,65208.0,3729.0,4280.0,3754.96,3692.78,1905.01,1978.25,1990.27
2019-01-02 10:30:00+00:00,65592.0,3726.0,,,,,,
2019-01-02 11:00:00+00:00,65688.0,3665.0,4252.91,3623.07,3572.65,2535.51,2593.8,2652.24
2019-01-02 11:30:00+00:00,65130.0,3691.0,,,,,,
2019-01-02 12:00:00+00:00,64797.0,3699.0,4225.49,3488.72,3444.94,2673.06,2819.67,2860.26
2019-01-02 12:30:00+00:00,64287.0,3707.0,,,,,,
2019-01-02 13:00:00+00:00,64117.0,3616.0,4112.9,3546.96,3510.32,2383.51,2520.2,2578.49
2019-01-02 13:30:00+00:00,63993.0,3563.0,,,,,,
2019-01-02 14:00:00+00:00,64017.0,3545.0,4000.48,3601.94,3572.04,1683.57,1782.26,1806.89
2019-01-02 14:30:00+00:00,64063.0,3523.0,,,,,,
2019-01-02 15:00:00+00:00,64187.0,3682.0,3888.82,3655.48,3629.8,683.76,707.83,730.83
2019-01-02 15:30:00+00:00,65342.0,3711.0,,,,,,
2019-01-02 16:00:00+00:00,66008.0,3909.0,3870.73,3726.38,3703.55,42.67,43.22,45.11
2019-01-02 16:30:00+00:00,67575.0,3990.0,,,,,,
2019-01-02 17:00:00+00:00,67254.0,4074.0,3852.6,3796.53,3775.4,0.0,0.0,0.0
2019-01-02 17:30:00+00:00,68150.0,4155.0,,,,,,
2019-01-02 18:00:00+00:00,67696.0,4137.0,3833.84,3865.73,3845.88,0.0,0.0,0.0
2019-01-02 18:30:00+00:00,66776.0,4114.0,,,,,,
2019-01-02 19:00:00+00:00,66756.0,4039.0,3814.46,3806.07,3787.94,0.0,0.0,0.0
2019-01-02 19:30:00+00:00,65907.0,4026.0,,,,,,
2019-01-02 20:00:00+00:00,65664.0,3818.0,3795.51,3745.86,3729.04,0.0,0.0,0.0
2019-01-02 20:30:00+00:00,65279.0,3755.0,,,,,,
2019-01-02 21:00:00+00:00,64701.0,3633.0,3776.1,3685.39,3669.62,0.0,0.0,0.0
2019-01-02 21:30:00+00:00,65539.0,3630.0,,,,,,
2019-01-02 22:00:00+00:00,64143.0,3387.0,3618.85,3514.79,3500.12,0.0,0.0,0.0
2019-01-02 22:30:00+00:00,64102.0,3351.0,,,,,,
2019-01-02 23:00:00+00:00,61151.0,3251.0,3330.05,,3330.05,0.0,,0.0
2019-01-02 23:30:00+00:00,60204.0,3044.0,,,,,,
2019-01-03 00:00:00+00:00,58387.0,2977.0,3160.12,,3160.12,0.0,,0.0
2019-01-03 00:30:00+00:00,57963.0,2986.0,,,,,,
2019-01-03 01:00:00+00:00,57795.0,2943.0,3021.58,,3021.58,0.0,,0.0
2019-01-03 01:30:00+00:00,57650.0,2903.0,,,,,,
2019-01-03 02:00:00+00:00,57373.0,2708.0,2882.18,,2882.18,0.0,,0.0
2019-01-03 02:30:00+00:00,57229.0,2662.0,,,,,,
2019-01-03 03:00:00+00:00,57146.0,2637.0,2742.64,,2742.64,0.0,,0.0
2019-01-03 03:30:00+00:00,57245.0,2622.0,,,,,,
2019-01-03 04:00:00+00:00,57645.0,2608.0,2575.56,,2575.56,0.0,,0.0
2019-01-03 04:30:00+00:00,58320.0,2613.0,,,,,,
2019-01-03 05:00:00+00:00,61456.0,2839.0,2408.66,,2408.66,0.0,,0.0
2019-01-03 05:30:00+00:00,62325.0,3037.0,,,,,,
2019-01-03 06:00:00+00:00,63552.0,3196.0,2242.51,2242.51,2242.51,0.0,0.0,0.0
2019-01-03 06:30:00+00:00,64670.0,3261.0,,,,,,
2019-01-03 07:00:00+00:00,65034.0,3527.0,2165.31,2165.31,2165.31,0.0,0.0,0.0
2019-01-03 07:30:00+00:00,65089.0,3604.0,,,,,,
2019-01-03 08:00:00+00:00,65270.0,3686.0,2089.26,2089.26,2089.26,171.17,171.17,171.17
2019-01-03 08:30:00+00:00,65456.0,3724.0,,,,,,
2019-01-03 09:00:00+00:00,65836.0,3738.0,2012.22,2012.22,2012.22,1038.84,1038.84,1038.84
2019-01-03 09:30:00+00:00,65647.0,3757.0,,,,,,
2019-01-03 10:00:00+00:00,65807.0,3707.0,2043.62,2043.62,2043.62,2054.45,2054.45,2054.45
2019-01-03 10:30:00+00:00,65748.0,3709.0,,,,,,
2019-01-03 11:00:00+00:00,65804.0,3684.0,2074.61,2074.61,2074.61,2757.79,2757.79,2757.79
2019-01-03 11:30:00+00:00,65538.0,3681.0,,,,,,
2019-01-03 12:00:00+00:00,65560.0,3674.0,2104.59,2104.59,2104.59,2968.58,2968.58,2968.58
2019-01-03 12:30:00+00:00,65277.0,3641.0,,,,,,
2019-01-03 13:00:00+00:00,65261.0,3785.0,2202.42,2202.42,2202.42,2656.71,2656.71,2656.71
2019-01-03 13:30:00+00:00,64953.0,3781.0,,,,,,
2019-01-03 14:00:00+00:00,65092.0,3778.0,2299.51,2299.51,2299.51,1870.32,1870.32,1870.32
2019-01-03 14:30:00+00:00,65260.0,3638.0,,,,,,
2019-01-03 15:00:00+00:00,65572.0,3630.0,2396.08,2396.08,2396.08,757.05,757.05,757.05
2019-01-03 15:30:00+00:00,66355.0,3661.0,,,,,,
2019-01-03 16:00:00+00:00,66533.0,3934.0,2428.05,2428.05,2428.05,48.42,48.42,48.42
2019-01-03 16:30:00+00:00,67516.0,4061.0,,,,,,
2019-01-03 17:00:00+00:00,67204.0,4160.0,2460.33,2460.33,2460.33,0.0,0.0,0.0
2019-01-03 17:30:00+00:00,68197.0,4214.0,,,,,,
2019-01-03 18:00:00+00:00,67950.0,4228.0,2492.34,2492.34,2492.34,0.0,0.0,0.0
2019-01-03 18:30:00+00:00,67275.0,4160.0,,,,,,
2019-01-03 19:00:00+00:00,66939.0,4050.0,2525.13,2525.13,2525.13,0.0,0.0,0.0
2019-01-03 19:30:00+00:00,65451.0,3997.0,,,,,,
2019-01-03 20:00:00+00:00,65205.0,3922.0,2557.59,2557.59,2557.59,0.0,0.0,0.0
2019-01-03 20:30:00+00:00,64836.0,3722.0,,,,,,
2019-01-03 21:00:00+00:00,64590.0,3680.0,2590.21,2590.21,2590.21,0.0,0.0,0.0
2019-01-03 21:30:00+00:00,65153.0,3646.0,,,,,,
2019-01-03 22:00:00+00:00,63928.0,3552.0,2513.93,2513.93,2513.93,0.0,0.0,0.0
2019-01-03 22:30:00+00:00,64062.0,3536.0,,,,,,
2019-01-03 23:00:00+00:00,63098.0,3240.0,2437.69,,2437.69,0.0,,0.0
2019-01-03 23:30:00+00:00,62017.0,3018.0,,,,,,
2019-01-04 00:00:00+00:00,60948.0,2838.0,2361.25,,2361.25,0.0,,0.0
2019-01-04 00:30:00+00:00,60854.0,2785.0,,,,,,
2019-01-04 01:00:00+00:00,60647.0,2762.0,2285.46,,2285.46,0.0,,0.0
2019-01-04 01:30:00+00:00,60280.0,2740.0,,,,,,
2019-01-04 02:00:00+00:00,59351.0,2717.0,2209.62,,2209.62,0.0,,0.0
2019-01-04 02:30:00+00:00,58958.0,2697.0,,,,,,
2019-01-04 03:00:00+00:00,58400.0,2699.0,2134.12,,2134.12,0.0,,0.0
2019-01-04 03:30:00+00:00,58728.0,2694.0,,,,,,
2019-01-04 04:00:00+00:00,59528.0,2690.0,2145.29,,2145.29,0.0,,0.0
2019-01-04 04:30:00+00:00,60548.0,2713.0,,,,,,
2019-01-04 05:00:00+00:00,63485.0,2773.0,2156.72,,2156.72,0.0,,0.0
2019-01-04 05:30:00+00:00,63936.0,2966.0,,,,,,
2019-01-04 06:00:00+00:00,64751.0,3141.0,2168.39,3112.9,3112.9,0.0,0.0,0.0
2019-01-04 06:30:00+00:00,65964.0,3234.0,,,,,,
2019-01-04 07:00:00+00:00,66657.0,3361.0,2056.2,2828.07,2828.07,0.0,0.0,0.0
2019-01-04 07:30:00+00:00,66860.0,3377.0,,,,,,
2019-01-04 08:00:00+00:00,67378.0,3596.0,1944.44,2533.94,2533.94,177.95,173.83,173.83
2019-01-04 08:30:00+00:00,67470.0,3876.0,,,,,,
2019-01-04 09:00:00+00:00,67400.0,3899.0,1832.48,2235.58,2280.46,1055.44,1065.29,1026.84
2019-01-04 09:30:00+00:00,67432.0,3766.0,,,,,,
2019-01-04 10:00:00+00:00,67172.0,3735.0,1706.98,1937.82,1972.54,2118.62,2079.95,2017.09
2019-01-04 10:30:00+00:00,67287.0,3907.0,,,,,,
2019-01-04 11:00:00+00:00,67339.0,3858.0,1582.43,1640.75,1668.02,2798.98,2683.36,2672.59
2019-01-04 11:30:00+00:00,66858.0,3842.0,,,,,,
2019-01-04 12:00:00+00:00,67025.0,3697.0,1458.06,1345.73,1369.74,3001.12,2845.02,2819.76
2019-01-04 12:30:00+00:00,66698.0,3465.0,,,,,,
2019-01-04 13:00:00+00:00,66605.0,3437.0,1557.0,1414.23,1433.92,2682.86,2540.43,2529.23
2019-01-04 13:30:00+00:00,65934.0,3417.0,,,,,,
2019-01-04 14:00:00+00:00,66058.0,3417.0,1656.23,1484.72,1504.18,1870.88,1772.72,1800.68
2019-01-04 14:30:00+00:00,66152.0,3405.0,,,,,,
2019-01-04 15:00:00+00:00,66193.0,3538.0,1754.93,1556.37,1576.21,752.83,711.97,737.09
2019-01-04 15:30:00+00:00,66599.0,3583.0,,,,,,
2019-01-04 16:00:00+00:00,67015.0,3586.0,1949.5,1728.38,1746.27,51.02,48.62,49.06
2019-01-04 16:30:00+00:00,68404.0,3787.0,,,,,,
2019-01-04 17:00:00+00:00,68333.0,3885.0,2144.21,1900.16,1917.57,0.0,0.0,0.0
2019-01-04 17:30:00+00:00,69459.0,3938.0,,,,,,
2019-01-04 18:00:00+00:00,69022.0,3779.0,2339.33,2072.53,2089.21,0.0,0.0,0.0
2019-01-04 18:30:00+00:00,68285.0,3746.0,,,,,,
2019-01-04 19:00:00+00:00,68053.0,3644.0,2278.27,2111.31,2126.86,0.0,0.0,0.0
2019-01-04 19:30:00+00:00,67373.0,3461.0,,,,,,
2019-01-04 20:00:00+00:00,67334.0,3416.0,2218.33,2151.57,2165.06,0.0,0.0,0.0
2019-01-04 20:30:00+00:00,66258.0,3398.0,,,,,,
2019-01-04 21:00:00+00:00,65666.0,3360.0,2157.86,2192.4,2204.77,0.0,0.0,0.0
2019-01-04 21:30:00+00:00,66595.0,3349.0,,,,,,
2019-01-04 22:00:00+00:00,65875.0,3299.0,2202.35,2178.67,2189.65,0.0,0.0,0.0
2019-01-04 22:30:00+00:00,65277.0,3262.0,,,,,,
2019-01-04 23:00:00+00:00,63625.0,3036.0,2099.32,,2103.4,0.0,,0.0
2019-01-04 23:30:00+00:00,62645.0,2944.0,,,,,,
2019-01-05 00:00:00+00:00,62561.0,2673.0,2081.43,,2066.36,0.0,,0.0
2019-01-05 00:30:00+00:00,62085.0,2673.0,,,,,,
2019-01-05 01:00:00+00:00,60452.0,2624.0,2166.9,,2179.44,0.0,,0.0
2019-01-05 01:30:00+00:00,60334.0,2434.0,,,,,,
2019-01-05 02:00:00+00:00,59281.0,2409.0,2252.42,,2293.16,0.0,,0.0
2019-01-05 02:30:00+00:00,58628.0,2389.0,,,,,,
2019-01-05 03:00:00+00:00,58480.0,2384.0,2337.92,,2407.66,0.0,,0.0
2019-01-05 03:30:00+00:00,58461.0,2383.0,,,,,,
2019-01-05 04:00:00+00:00,58297.0,2399.0,2390.26,,2455.61,0.0,,0.0
2019-01-05 04:30:00+00:00,58514.0,2406.0,,,,,,
2019-01-05 05:00:00+00:00,58418.0,2523.0,2442.39,,2504.02,0.0,,0.0
2019-01-05 05:30:00+00:00,58459.0,2525.0,,,,,,
2019-01-05 06:00:00+00:00,59463.0,2780.0,2495.37,2751.64,2751.64,0.0,0.0,0.0
2019-01-05 06:30:00+00:00,60207.0,2800.0,,,,,,
2019-01-05 07:00:00+00:00,61097.0,2856.0,2518.14,2857.91,2857.91,0.0,0.0,0.0
2019-01-05 07:30:00+00:00,61488.0,3060.0,,,,,,
2019-01-05 08:00:00+00:00,62023.0,3117.0,2540.36,2952.03,2952.03,173.96,169.09,169.09
2019-01-05 08:30:00+00:00,62369.0,3201.0,,,,,,
2019-01-05 09:00:00+00:00,63588.0,3396.0,2562.24,3040.3,3001.17,1017.41,1003.71,1016.44
2019-01-05 09:30:00+00:00,63761.0,3427.0,,,,,,
2019-01-05 10:00:00+00:00,63863.0,3417.0,2577.38,3139.22,3113.52,1980.73,1995.42,2015.26
2019-01-05 10:30:00+00:00,63978.0,3422.0,,,,,,
2019-01-05 11:00:00+00:00,63672.0,3362.0,2592.77,3235.32,3216.74,2591.09,2604.63,2685.27
2019-01-05 11:30:00+00:00,63972.0,3363.0,,,,,,
2019-01-05 12:00:00+00:00,63981.0,3156.0,2608.66,3329.19,3317.8,2807.13,2817.69,2905.11
2019-01-05 12:30:00+00:00,63372.0,2915.0,,,,,,
2019-01-05 13:00:00+00:00,63310.0,2846.0,2700.13,3357.87,3347.8,2573.25,2534.74,2627.73
2019-01-05 13:30:00+00:00,62770.0,2821.0,,,,,,
2019-01-05 14:00:00+00:00,62703.0,2794.0,2791.4,3385.76,3379.76,1831.53,1792.36,1868.58
2019-01-05 14:30:00+00:00,62554.0,2783.0,,,,,,
2019-01-05 15:00:00+00:00,62639.0,2765.0,2882.49,3413.37,3409.47,741.46,735.22,765.25
2019-01-05 15:30:00+00:00,62727.0,2745.0,,,,,,
2019-01-05 16:00:00+00:00,63045.0,2847.0,2896.25,3312.76,3309.84,50.95,51.47,52.62
2019-01-05 16:30:00+00:00,63917.0,2966.0,,,,,,
2019-01-05 17:00:00+00:00,64228.0,3401.0,2909.92,3211.05,3209.14,0.0,0.0,0.0
2019-01-05 17:30:00+00:00,65414.0,3421.0,,,,,,
2019-01-05 18:00:00+00:00,65180.0,3404.0,2924.08,3109.09,3108.36,0.0,0.0,0.0
2019-01-05 18:30:00+00:00,64833.0,3399.0,,,,,,
2019-01-05 19:00:00+00:00,64775.0,3382.0,2834.45,3031.83,3031.36,0.0,0.0,0.0
2019-01-05 19:30:00+00:00,64047.0,3188.0,,,,,,
2019-01-05 20:00:00+00:00,63925.0,2920.0,2745.05,2954.48,2953.6,0.0,0.0,0.0
2019-01-05 20:30:00+00:00,63403.0,2894.0,,,,,,
2019-01-05 21:00:00+00:00,63073.0,2866.0,2655.42,2877.07,2876.16,0.0,0.0,0.0
2019-01-05 21:30:00+00:00,63989.0,2867.0,,,,,,
2019-01-05 22:00:00+00:00,63247.0,2859.0,2580.45,2758.32,2757.97,0.0,0.0,0.0
2019-01-05 22:30:00+00:00,63114.0,2874.0,,,,,,
2019-01-05 23:00:00+00:00,62544.0,2669.0,2488.68,,2518.46,0.0,,0.0
2019-01-05 23:30:00+00:00,60930.0,2624.0,,,,,,
2019-01-06 00:00:00+00:00,59599.0,2574.0,2368.0,,2402.82,0.0,,0.0
2019-01-06 00:30:00+00:00,59638.0,2530.0,,,,,,
2019-01-06 01:00:00+00:00,58135.0,2513.0,2433.41,,2453.52,0.0,,0.0
2019-01-06 01:30:00+00:00,57149.0,2338.0,,,,,,
2019-01-06 02:00:00+00:00,55776.0,2337.0,2498.26,,2502.88,0.0,,0.0
2019-01-06 02:30:00+00:00,55557.0,2284.0,,,,,,
2019-01-06 03:00:00+00:00,56239.0,2259.0,2562.27,,2552.12,0.0,,0.0
2019-01-06 03:30:00+00:00,56265.0,2246.0,,,,,,
2019-01-06 04:00:00+00:00,55859.0,2226.0,2523.02,,2453.59,0.0,,0.0
2019-01-06 04:30:00+00:00,56062.0,2225.0,,,,,,
2019-01-06 05:00:00+00:00,56551.0,2242.0,2483.49,,2354.96,0.0,,0.0
2019-01-06 05:30:00+00:00,56613.0,2240.0,,,,,,
2019-01-06 06:00:00+00:00,56706.0,2263.0,2443.8,2436.38,2436.38,0.0,0.0,0.0
2019-01-06 06:30:00+00:00,56789.0,2265.0,,,,,,
2019-01-06 07:00:00+00:00,57351.0,2298.0,2315.62,2317.92,2317.92,0.0,0.0,0.0
2019-01-06 07:30:00+00:00,57378.0,2483.0,,,,,,
2019-01-06 08:00:00+00:00,59080.0,2546.0,2186.89,2193.98,2193.98,166.01,174.04,174.04
2019-01-06 08:30:00+00:00,60080.0,2551.0,,,,,,
2019-01-06 09:00:00+00:00,61466.0,2699.0,2058.5,2068.11,1919.18,923.21,966.97,933.15
2019-01-06 09:30:00+00:00,61807.0,2735.0,,,,,,
2019-01-06 10:00:00+00:00,62194.0,2757.0,2062.19,2009.79,1896.42,1781.76,1891.04,1854.17
2019-01-06 10:30:00+00:00,62539.0,2948.0,,,,,,
2019-01-06 11:00:00+00:00,63400.0,2933.0,2065.54,1949.18,1858.7,2411.73,2504.52,2517.28
2019-01-06 11:30:00+00:00,63756.0,2936.0,,,,,,
2019-01-06 12:00:00+00:00,62821.0,2944.0,2068.77,1888.88,1814.82,2649.48,2704.62,2744.82
2019-01-06 12:30:00+00:00,61897.0,2772.0,,,,,,
2019-01-06 13:00:00+00:00,61674.0,2702.0,2024.54,1898.47,1837.48,2370.75,2448.83,2480.64
2019-01-06 13:30:00+00:00,61114.0,2676.0,,,,,,
2019-01-06 14:00:00+00:00,60937.0,2646.0,1980.91,1908.52,1856.45,1669.47,1741.12,1788.2
2019-01-06 14:30:00+00:00,60802.0,2631.0,,,,,,
2019-01-06 15:00:00+00:00,62168.0,2605.0,1938.25,1918.68,1873.86,675.97,712.32,716.7
2019-01-06 15:30:00+00:00,62442.0,2601.0,,,,,,
2019-01-06 16:00:00+00:00,63414.0,2703.0,1951.79,1974.66,1935.14,47.48,47.79,49.61
2019-01-06 16:30:00+00:00,64227.0,2891.0,,,,,,
2019-01-06 17:00:00+00:00,64333.0,3086.0,1965.04,2030.33,1995.27,0.0,0.0,0.0
2019-01-06 17:30:00+00:00,65672.0,3260.0,,,,,,
2019-01-06 18:00:00+00:00,65526.0,3289.0,1978.0,2085.94,2053.81,0.0,0.0,0.0
2019-01-06 18:30:00+00:00,64954.0,3290.0,,,,,,
2019-01-06 19:00:00+00:00,65012.0,3264.0,2026.08,2117.63,2087.93,0.0,0.0,0.0
2019-01-06 19:30:00+00:00,64586.0,3214.0,,,,,,
2019-01-06 20:00:00+00:00,63625.0,3110.0,2074.35,2148.78,2121.7,0.0,0.0,0.0
2019-01-06 20:30:00+00:00,63039.0,2919.0,,,,,,
2019-01-06 21:00:00+00:00,63993.0,2841.0,2121.85,2179.86,2155.16,0.0,0.0,0.0
2019-01-06 21:30:00+00:00,65138.0,2869.0,,,,,,
2019-01-06 22:00:00+00:00,64249.0,2768.0,2087.31,2175.66,2152.83,0.0,0.0,0.0
2019-01-06 22:30:00+00:00,64451.0,2729.0,,,,,,
2019-01-06 23:00:00+00:00,63496.0,2391.0,2127.93,,1948.38,0.0,,0.0
2019-01-06 23:30:00+00:00,62298.0,2260.0,,,,,,
2019-01-07 00:00:00+00:00,60657.0,2248.0,2143.08,,1970.11,0.0,,0.0
2019-01-07 00:30:00+00:00,60820.0,2264.0,,,,,,
2019-01-07 01:00:00+00:00,59846.0,2259.0,2061.78,,1894.95,0.0,,0.0
2019-01-07 01:30:00+00:00,59304.0,2239.0,,,,,,
2019-01-07 02:00:00+00:00,58904.0,2237.0,1979.9,,1818.62,0.0,,0.0
2019-01-07 02:30:00+00:00,58380.0,2232.0,,,,,,
2019-01-07 03:00:00+00:00,58305.0,2231.0,1897.72,,1741.7,0.0,,0.0
2019-01-07 03:30:00+00:00,58475.0,2224.0,,,,,,
2019-01-07 04:00:00+00:00,59252.0,2253.0,1810.97,,1665.86,0.0,,0.0
2019-01-07 04:30:00+00:00,60011.0,2274.0,,,,,,
2019-01-07 05:00:00+00:00,63087.0,2475.0,1724.5,,1589.98,0.0,,0.0
2019-01-07 05:30:00+00:00,64585.0,2629.0,,,,,,
2019-01-07 06:00:00+00:00,65741.0,2875.0,1637.97,1592.09,1592.09,0.0,0.0,0.0
2019-01-07 06:30:00+00:00,66405.0,3016.0,,,,,,
2019-01-07 07:00:00+00:00,67338.0,3134.0,1761.55,1596.77,1596.77,0.0,0.0,0.0
2019-01-07 07:30:00+00:00,67305.0,3155.0,,,,,,
2019-01-07 08:00:00+00:00,68015.0,3369.0,1884.74,1570.89,1570.89,184.4,176.87,176.87
2019-01-07 08:30:00+00:00,67906.0,3391.0,,,,,,
2019-01-07 09:00:00+00:00,68462.0,3432.0,2007.99,1537.62,1503.51,986.09,945.5,964.15
2019-01-07 09:30:00+00:00,68390.0,3450.0,,,,,,
2019-01-07 10:00:00+00:00,68427.0,3425.0,2145.0,1704.21,1679.27,1902.77,1783.32,1887.33
2019-01-07 10:30:00+00:00,68164.0,3421.0,,,,,,
2019-01-07 11:00:00+00:00,67752.0,3364.0,2282.03,1869.13,1855.36,2436.58,2335.54,2466.32
2019-01-07 11:30:00+00:00,67401.0,3239.0,,,,,,
2019-01-07 12:00:00+00:00,66832.0,3239.0,2419.53,2030.88,2022.66,2528.32,2545.55,2572.4
2019-01-07 12:30:00+00:00,66310.0,3230.0,,,,,,
2019-01-07 13:00:00+00:00,66550.0,3202.0,2657.73,2327.59,2329.53,2292.66,2329.0,2333.75
2019-01-07 13:30:00+00:00,66132.0,3109.0,,,,,,
2019-01-07 14:00:00+00:00,66222.0,3098.0,2896.4,2626.44,2632.69,1605.56,1681.26,1620.33
2019-01-07 14:30:00+00:00,65942.0,3079.0,,,,,,
2019-01-07 15:00:00+00:00,65955.0,3064.0,3135.31,2923.25,2932.74,663.1,706.65,679.61
2019-01-07 15:30:00+00:00,66424.0,3068.0,,,,,,
2019-01-07 16:00:00+00:00,67202.0,3126.0,3592.56,3275.95,3287.95,45.84,50.51,46.72
